time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.47415e-06	1459.04	7.27721	122.28099999999999
1	6.47415e-06	1.47311e-05	1459.04	7.27721	122.28099999999999
2	1.47311e-05	2.52618e-05	1459.04	115.288	122.28099999999999
3	2.52618e-05	3.86924e-05	1326.6599999999999	136.551	141.56799999999998
4	3.86924e-05	5.58214e-05	1114.4101999999998	108.916	186.57100000000003
5	5.58214e-05	7.76672e-05	395.582	73.86	107.39638000000001
6	7.76672e-05	0.000105529	188.20670000000004	54.7878	76.43909000000001
7	0.000105529	0.000141063	116.14245999999997	45.8103	60.87250000000002
8	0.000141063	0.000186382	77.27069000000002	41.3039	52.83301999999999
9	0.000186382	0.000244181	62.930299999999995	41.7766	50.43194
10	0.000244181	0.000317895	59.629099999999994	47.3282	53.76812
11	0.000317895	0.000411909	64.75189	57.8783	62.157800000000016
12	0.000411909	0.000531812	75.14502000000002	73.8701	77.3178
13	0.000531812	0.000684733	92.20172000000001	94.9684	95.54790000000001
14	0.000684733	0.000879765	111.65924000000003	120.045	119.03840000000002
15	0.000879765	0.0011285	135.97830000000002	147.778	144.7843
16	0.0011285	0.00144574	165.0388	177.067	171.7786
17	0.00144574	0.00185033	190.67379999999994	206.97	199.26340000000002
18	0.00185033	0.00236633	208.26069999999996	236.268	228.80940000000007
19	0.00236633	0.00302443	234.61950000000002	263.147	254.025
20	0.00302443	0.00386375	255.35279999999995	285.039	275.35769999999997
21	0.00386375	0.0049342	284.999	298.991	290.36920000000003
22	0.0049342	0.00629942	302.3944	303.338	297.62440000000004
23	0.00629942	0.00804058	306.1377	299.436	296.30400000000003
24	0.00804058	0.0102612	301.0956	290.832	289.6396
25	0.0102612	0.0130933	292.5533	280.827	280.41650000000004
26	0.0130933	0.0167054	282.42220000000003	271.26	269.10159999999996
27	0.0167054	0.0213121	270.127	260.162	259.2852
28	0.0213121	0.0271873	263.632	260.162	251.92399999999995
29	0.0271873	0.0346804	261.70959999999997	248.794	241.18749999999994
30	0.0346804	0.044237	261.2289999999999	248.794	230.45099999999994
31	0.044237	inf	261.229	248.794	230.451
