time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.52202e-06	1314.9600000000003	30.1312	129.45400000000004
1	6.52202e-06	1.484e-05	1314.9600000000003	30.1312	129.45400000000004
2	1.484e-05	2.54486e-05	1314.9600000000003	111.834	129.45400000000004
3	2.54486e-05	3.89785e-05	1149.5972	96.9909	134.37850000000003
4	3.89785e-05	5.62342e-05	901.553	81.819	145.86900000000003
5	5.62342e-05	7.82416e-05	304.277	57.6897	102.00957
6	7.82416e-05	0.000106309	163.29299999999998	39.5126	71.8901
7	0.000106309	0.000142106	91.50686000000002	31.8985	55.3002
8	0.000142106	0.00018776	65.84882000000002	31.1738	48.33549999999999
9	0.00018776	0.000245986	56.75164000000001	35.205	47.051
10	0.000245986	0.000320246	57.02268000000001	43.5089	50.786539999999995
11	0.000320246	0.000414955	63.31333999999999	56.0637	60.26748
12	0.000414955	0.000535745	74.30488	73.3973	76.30555000000001
13	0.000535745	0.000689797	91.02258000000003	95.4155	94.99185
14	0.000689797	0.00088627	111.80575999999998	121.318	118.8526
15	0.00088627	0.00113685	135.727	149.997	145.19780000000003
16	0.00113685	0.00145643	159.5469	180.395	173.20380000000003
17	0.00145643	0.00186401	192.393	211.516	202.07410000000002
18	0.00186401	0.00238383	220.77889999999996	242.004	233.43030000000005
19	0.00238383	0.00304679	248.2952	269.808	260.40340000000003
20	0.00304679	0.00389232	272.9835	292.091	283.3574
21	0.00389232	0.00497068	292.2454	305.752	299.549
22	0.00497068	0.006346	303.5637	309.158	307.3136
23	0.006346	0.00810004	305.98439999999994	303.827	306.22650000000004
24	0.00810004	0.0103371	299.622	293.634	301.301
25	0.0103371	0.0131902	289.8616	282.225	272.6395
26	0.0131902	0.0168289	278.2568	271.435	272.59119999999996
27	0.0168289	0.0214697	266.62550000000005	258.203	262.2855
28	0.0214697	0.0273884	260.76500000000004	258.203	248.62500000000006
29	0.0273884	0.0349369	236.36929999999995	232.278	243.18599999999995
30	0.0349369	0.0445641	225.91399999999996	232.278	239.55999999999995
31	0.0445641	inf	225.914	232.278	239.56
