time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	5.86786e-06	1241.8	20.748	159.94200000000004
1	5.86786e-06	1.33516e-05	1241.8	20.748	159.94200000000004
2	1.33516e-05	2.28961e-05	1241.8	266.427	159.94200000000004
3	2.28961e-05	3.50689e-05	1353.54	268.682	183.29520000000005
4	3.50689e-05	5.05938e-05	1378.6356	215.67	237.78600000000006
5	5.05938e-05	7.03938e-05	598.836	157.358	192.75450000000006
6	7.03938e-05	9.56463e-05	327.2232	119.747	168.40510000000006
7	9.56463e-05	0.000127853	216.26050000000006	101.155	145.531
8	0.000127853	0.000168928	147.3103	89.4092	124.039
9	0.000168928	0.000221314	116.56479999999999	82.7609	106.71712000000002
10	0.000221314	0.000288125	98.70498000000002	82.2824	96.86945999999999
11	0.000288125	0.000373335	93.08311000000002	87.1531	96.64910000000002
12	0.000373335	0.000482009	97.14590000000003	97.49	104.20675000000001
13	0.000482009	0.000620609	108.63872000000003	113.821	119.40519999999998
14	0.000620609	0.000797376	125.56580000000002	135.065	137.36079999999998
15	0.000797376	0.00102282	144.30610000000001	159.317	159.46099999999998
16	0.00102282	0.00131035	169.6367	185.225	182.8484
17	0.00131035	0.00167705	197.27449999999996	212.182	207.07939999999996
18	0.00167705	0.00214473	223.88620000000003	239.698	234.28470000000004
19	0.00214473	0.0027412	251.07250000000005	266.808	259.38779999999997
20	0.0027412	0.00350192	277.58320000000003	291.607	285.0714
21	0.00350192	0.00447212	301.20840000000004	311.0	304.212
22	0.00447212	0.00570949	318.904	321.691	316.0692
23	0.00570949	0.00728759	327.85979999999995	322.529	319.2928
24	0.00728759	0.00930027	326.4321999999999	315.654	315.0628
25	0.00930027	0.0118672	318.0206	304.659	305.0389
26	0.0118672	0.015141	305.8562	292.253	292.71279999999996
27	0.015141	0.0193162	283.3472	273.221	278.8562
28	0.0193162	0.0246413	273.346	273.221	266.798
29	0.0246413	0.0314327	182.6836	205.819	238.03399999999993
30	0.0314327	0.0400943	160.018	205.819	218.85799999999995
31	0.0400943	inf	160.018	205.819	218.858
