time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.15193e-06	2132970.0	225.015	592.4310000000002
1	7.15193e-06	1.62733e-05	2132970.0	225.015	592.4310000000002
2	1.62733e-05	2.79065e-05	2132970.0	68.5793	592.4310000000002
3	2.79065e-05	4.27431e-05	214945.37699999992	109.911	395.48900000000015
4	4.27431e-05	6.16653e-05	2559.1679999999997	104.559	100.07599999999998
5	6.16653e-05	8.57982e-05	2312.705	86.96	110.728
6	8.57982e-05	0.000116577	1212.8608	70.26	105.0762
7	0.000116577	0.000155831	547.7181999999999	61.5809	96.52283999999997
8	0.000155831	0.000205894	244.12810000000002	61.4308	90.41464999999998
9	0.000205894	0.000269744	134.31939	67.1571	90.04864999999998
10	0.000269744	0.000351176	92.79754000000001	77.3555	95.84395
11	0.000351176	0.000455032	82.58595	90.7434	105.54624999999999
12	0.000455032	0.000587488	84.64075000000003	106.473	118.96320000000001
13	0.000587488	0.000756418	93.65706000000003	123.98	132.87779999999998
14	0.000756418	0.000971868	107.78223	142.559	149.1679
15	0.000971868	0.00124665	125.7772	161.376	165.658
16	0.00124665	0.00159709	147.10039999999998	179.853	181.93540000000002
17	0.00159709	0.00204404	174.1764	197.794	197.8141
18	0.00204404	0.00261406	202.49819999999997	215.126	214.5022
19	0.00261406	0.00334106	236.43859999999998	231.375	228.74159999999995
20	0.00334106	0.00426825	268.329	245.433	241.29619999999997
21	0.00426825	0.00545076	297.4876	255.687	251.07699999999997
22	0.00545076	0.0069589	319.2766	260.653	256.83720000000005
23	0.0069589	0.00888235	329.6464000000001	260.12	257.9096
24	0.00888235	0.0113355	326.56379999999996	255.679	254.83000000000004
25	0.0113355	0.0144641	313.043	249.761	249.24310000000003
26	0.0144641	0.0184543	292.4711	244.145	243.4786
27	0.0184543	0.0235432	273.5059999999999	238.514	239.15720000000005
28	0.0235432	0.0300336	253.80500000000004	238.514	237.23000000000002
29	0.0300336	0.0383111	240.67100000000005	240.406	241.98319999999995
30	0.0383111	0.0488682	240.67100000000005	240.406	245.15199999999996
31	0.0488682	inf	240.671	240.406	245.152
