time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.41251e-06	41936.69999999999	95.106	388.98900000000003
1	7.41251e-06	1.68662e-05	41936.69999999999	95.106	388.98900000000003
2	1.68662e-05	2.89232e-05	41936.69999999999	46.2121	388.98900000000003
3	2.89232e-05	4.43004e-05	847.0489999999999	61.4648	292.67090999999994
4	4.43004e-05	6.39121e-05	744.0314000000002	62.2656	67.9287
5	6.39121e-05	8.89243e-05	571.4972	56.0281	80.8527
6	8.89243e-05	0.000120824	363.38739999999996	49.813	77.09232000000002
7	0.000120824	0.000161508	243.2165	50.5884	72.47445
8	0.000161508	0.000213396	174.64650000000003	57.4505	71.89192000000001
9	0.000213396	0.000279572	141.1396	68.8344	78.61215999999999
10	0.000279572	0.000363971	130.5198	83.436	89.58007999999998
11	0.000363971	0.000471611	131.4075	99.8887	102.4043
12	0.000471611	0.000608893	139.18219999999997	117.298	117.66000000000003
13	0.000608893	0.000783978	151.9812	135.088	132.25300000000001
14	0.000783978	0.00100728	167.23090000000002	152.657	148.5562
15	0.00100728	0.00129207	185.49249999999998	169.523	164.5157
16	0.00129207	0.00165528	203.32600000000005	185.468	179.75240000000002
17	0.00165528	0.00211851	222.05769999999998	200.46	194.10229999999999
18	0.00211851	0.00270931	243.43800000000002	214.456	208.54519999999997
19	0.00270931	0.00346279	263.46559999999994	227.082	220.3268
20	0.00346279	0.00442376	282.72520000000003	237.454	230.14429999999996
21	0.00442376	0.00564935	299.4171999999999	244.467	237.23220000000003
22	0.00564935	0.00721245	311.7237999999999	247.403	241.08420000000007
23	0.00721245	0.00920597	318.67060000000004	246.549	241.04570000000004
24	0.00920597	0.0117485	318.7206	243.251	238.52560000000003
25	0.0117485	0.0149911	314.9942	239.125	234.81839999999997
26	0.0149911	0.0191266	308.8838	235.346	230.36360000000002
27	0.0191266	0.024401	306.697	232.163	227.1495
28	0.024401	0.0311278	317.87059999999997	232.163	225.403
29	0.0311278	0.039707	320.66399999999993	236.258	228.23000000000002
30	0.039707	0.0506486	320.66399999999993	236.258	231.05700000000002
31	0.0506486	inf	320.664	236.258	231.057
