time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.06574e-06	27986.199999999993	144.539	766.1040000000002
1	7.06574e-06	1.60772e-05	27986.199999999993	144.539	766.1040000000002
2	1.60772e-05	2.75702e-05	27986.199999999993	62.2676	766.1040000000002
3	2.75702e-05	4.2228e-05	1231.1300000000003	102.576	568.6302000000001
4	4.2228e-05	6.09222e-05	1072.0499999999997	110.783	107.85799999999998
5	6.09222e-05	8.47643e-05	810.0820000000002	102.281	131.49020000000004
6	8.47643e-05	0.000115172	528.3290000000001	83.8925	126.8535
7	0.000115172	0.000153953	322.41150000000005	73.9208	113.92649999999998
8	0.000153953	0.000203413	216.16899999999995	73.5375	99.56044999999999
9	0.000203413	0.000266493	167.50750000000002	78.589	95.71461999999998
10	0.000266493	0.000346944	147.2876	88.4117	99.86152
11	0.000346944	0.000449549	144.7184	101.191	108.41159999999998
12	0.000449549	0.000580408	150.02419999999998	115.678	119.95149999999997
13	0.000580408	0.000747303	160.39280000000002	131.622	132.11099999999996
14	0.000747303	0.000960156	173.95909999999998	148.612	146.9356
15	0.000960156	0.00123162	190.87720000000002	165.804	162.34119999999996
16	0.00123162	0.00157784	207.6588	182.706	177.77839999999998
17	0.00157784	0.00201941	225.70310000000003	199.266	193.08479999999997
18	0.00201941	0.00258256	246.99899999999997	215.452	209.3988
19	0.00258256	0.00330079	267.7284	230.795	223.51520000000002
20	0.00330079	0.00421681	288.5822	244.289	236.14749999999998
21	0.00421681	0.00538507	307.5188	254.502	247.09100000000007
22	0.00538507	0.00687504	321.8921000000001	259.994	253.2692
23	0.00687504	0.00877531	330.01680000000005	260.376	254.97880000000004
24	0.00877531	0.0111989	329.9827	257.025	252.85040000000006
25	0.0111989	0.0142898	325.07899999999995	252.107	248.60790000000006
26	0.0142898	0.0182319	313.7606	247.096	243.08239999999998
27	0.0182319	0.0232595	308.829	240.907	238.0274
28	0.0232595	0.0296716	299.6202	240.907	233.826
29	0.0296716	0.0378495	297.318	236.06	225.7764
30	0.0378495	0.0482793	297.318	236.06	220.41
31	0.0482793	inf	297.318	236.06	220.41
