time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.86648e-06	2572.39	40.83	133.308
1	6.86648e-06	1.56238e-05	2572.39	40.83	133.308
2	1.56238e-05	2.67927e-05	2572.39	85.6239	133.308
3	2.67927e-05	4.10371e-05	1757.4129999999993	104.551	150.0336
4	4.10371e-05	5.92041e-05	1151.9778	105.145	175.12200000000004
5	5.92041e-05	8.23738e-05	750.1599999999999	102.001	157.555
6	8.23738e-05	0.000111924	474.19849999999997	98.0437	146.8744
7	0.000111924	0.000149611	340.19780000000003	97.8294	137.4388
8	0.000149611	0.000197677	261.96520000000004	102.952	133.78750000000002
9	0.000197677	0.000258978	223.50419999999997	112.248	135.86450000000002
10	0.000258978	0.00033716	205.31699999999995	124.504	142.63699999999997
11	0.00033716	0.000436871	201.20049999999998	138.376	152.0375
12	0.000436871	0.00056404	204.39319999999998	152.915	163.7772
13	0.00056404	0.000726228	211.96030000000002	167.629	175.04459999999997
14	0.000726228	0.000933078	221.8934	182.093	187.51530000000002
15	0.000933078	0.00119689	233.1206999999999	195.856	199.5092
16	0.00119689	0.00153335	246.30689999999998	208.662	210.77710000000002
17	0.00153335	0.00196246	259.09439999999995	220.53	221.33620000000005
18	0.00196246	0.00250973	272.4885	231.605	232.22480000000004
19	0.00250973	0.00320771	287.509	241.771	241.43710000000002
20	0.00320771	0.00409789	300.88579999999996	250.493	249.56060000000002
21	0.00409789	0.00523321	312.6819	256.969	255.95849999999996
22	0.00523321	0.00668116	321.5616	260.447	260.13950000000006
23	0.00668116	0.00852784	326.598	260.754	260.9972000000001
24	0.00852784	0.010883	327.42	258.697	259.51730000000003
25	0.010883	0.0138868	325.1221	255.631	256.5036
26	0.0138868	0.0177177	320.6714	252.576	253.3086
27	0.0177177	0.0226036	317.348	249.046	250.05040000000005
28	0.0226036	0.0288349	319.4249	249.046	247.82800000000006
29	0.0288349	0.0367821	320.315	246.002	241.14400000000003
30	0.0367821	0.0469177	320.315	246.002	236.68800000000002
31	0.0469177	inf	320.315	246.002	236.688
