time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.79279e-06	2158840.0	1045.39	4361.34
1	6.79279e-06	1.54561e-05	2158840.0	1045.39	4361.34
2	1.54561e-05	2.65051e-05	2158840.0	42.9956	4361.34
3	2.65051e-05	4.05967e-05	218036.08900000012	71.3289	3071.75772
4	4.05967e-05	5.85687e-05	2608.668	84.5842	62.732400000000005
5	5.85687e-05	8.14898e-05	2214.148	87.8771	83.60628000000001
6	8.14898e-05	0.000110723	1177.5792999999999	87.3918	93.43372999999998
7	0.000110723	0.000148005	547.1612000000001	87.4763	98.46224999999998
8	0.000148005	0.000195555	274.1043	91.9754	101.54299999999998
9	0.000195555	0.000256198	165.0358	100.732	106.0928
10	0.000256198	0.000333541	119.45679999999999	112.779	114.09480000000002
11	0.000333541	0.000432182	106.9712	126.829	124.9354
12	0.000432182	0.000557987	107.96599999999998	141.967	138.6125
13	0.000557987	0.000718434	116.81719999999999	157.723	151.899
14	0.000718434	0.000923064	130.8543	173.626	166.8222
15	0.000923064	0.00118404	148.4042	189.09	181.38149999999996
16	0.00118404	0.00151689	166.69100000000003	203.682	195.25240000000002
17	0.00151689	0.00194139	191.17299999999997	217.29	208.47259999999997
18	0.00194139	0.00248279	218.1804	230.05	222.1419
19	0.00248279	0.00317328	244.82560000000004	241.867	233.72820000000002
20	0.00317328	0.00405391	271.76120000000003	252.104	243.91980000000007
21	0.00405391	0.00517704	298.37239999999997	259.729	252.53250000000003
22	0.00517704	0.00660945	316.4713	263.839	257.3384
23	0.00660945	0.00843631	325.7505999999999	264.33	258.8946
24	0.00843631	0.0107662	325.9567	262.184	257.80359999999996
25	0.0107662	0.0137378	317.2278	258.906	255.2642
26	0.0137378	0.0175276	301.0397	255.566	251.82860000000002
27	0.0175276	0.022361	282.412	250.869	248.67700000000008
28	0.022361	0.0285254	216.12550000000002	250.869	246.14300000000003
29	0.0285254	0.0363873	149.83900000000003	234.653	239.13739999999996
30	0.0363873	0.0464142	149.83900000000003	234.653	234.46699999999996
31	0.0464142	inf	149.839	234.653	234.467
