time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	5.65635e-06	1306.1099999999997	32.5578	2407.99
1	5.65635e-06	1.28703e-05	1306.1099999999997	32.5578	2407.99
2	1.28703e-05	2.20708e-05	1306.1099999999997	1061.05	4623.4619999999995
3	2.20708e-05	3.38048e-05	1274.7752999999998	1833.51	7445.584000000001
4	3.38048e-05	4.87701e-05	992.763	1467.2	5201.792999999999
5	4.87701e-05	6.78565e-05	579.3037999999999	833.485	2905.906000000001
6	6.78565e-05	9.21987e-05	318.3594	433.057	1564.7307000000003
7	9.21987e-05	0.000123244	177.29759999999996	238.727	867.7165999999997
8	0.000123244	0.000162838	112.89410000000001	153.435	504.5576
9	0.000162838	0.000213336	89.11699999999998	116.386	345.78499999999997
10	0.000213336	0.00027774	78.7328	101.819	264.1769
11	0.00027774	0.000359878	76.50630000000001	100.393	227.71719999999993
12	0.000359878	0.000464635	82.67028	107.601	214.64549999999997
13	0.000464635	0.000598239	95.53720000000001	120.795	214.82719999999995
14	0.000598239	0.000768635	111.01820000000001	138.135	223.14880000000005
15	0.000768635	0.000985952	130.6625	158.331	237.10119999999995
16	0.000985952	0.00126311	151.86319999999998	180.541	255.57129999999992
17	0.00126311	0.0016166	173.91349999999997	204.137	280.3038
18	0.0016166	0.00206742	196.23139999999998	228.466	309.1968
19	0.00206742	0.00264239	218.20339999999993	252.663	338.43460000000005
20	0.00264239	0.00337569	238.99620000000004	275.385	369.2985000000001
21	0.00337569	0.00431092	257.42139999999995	294.651	399.5822
22	0.00431092	0.00550369	273.66599999999994	308.175	427.9222
23	0.00550369	0.00702491	281.54879999999997	314.561	445.26639999999986
24	0.00702491	0.00896504	284.03679999999997	314.588	451.31979999999993
25	0.00896504	0.0114394	282.42799999999994	310.721	440.7444999999999
26	0.0114394	0.0145952	278.07349999999997	305.285	425.31299999999993
27	0.0145952	0.01862	273.1912	297.786	408.107
28	0.01862	0.0237531	267.87479999999994	297.786	390.901
29	0.0237531	0.0302997	267.931	295.832	390.901
30	0.0302997	0.0386491	270.11500000000007	295.832	390.901
31	0.0386491	inf	270.115	295.832	390.901
