left_time_boundary	im_N1	im_N2	m	M
0.0	35999.88470105929	24685.471289584846	3.268190561774936e-06	0.0035311747866173526
541.1899999999999	36160.79341500126	24795.80796069484	3.268190561774936e-06	0.008016658895149575
1231.4099999999999	37113.686619453765	13521.839174942663	0.00015774159280910243	0.2485589407840577
2111.69	43577.02395431978	6207.308809249863	8.542098176923415e-05	0.37970913644115545
3234.39	57650.07930536744	8162.236002454115	8.457024982418847e-05	0.5131263331809104
4666.24	101615.32100578304	13485.83272415973	1.6121755975012303e-05	0.5409665014292717
6492.389999999999	183833.5256553927	24156.44377846263	6.112636612524995e-38	0.5409665014292717
8821.41	329716.2760657606	43651.047630213376	1.8551557459956501e-19	0.5409665014292722
11791.800000000001	478648.8700238612	75449.36167986828	7.499485162374872e-22	0.5409665014292722
15580.1	535767.4536134268	122730.61441933407	2.150913221236454e-22	0.5409665014292722
20411.600000000002	550150.9870170776	173344.70394062053	1.797033798648897e-28	0.5409665014292722
26573.6	558403.467332099	228494.2820616065	1.5286218786144118e-05	0.6390074000402837
34432.5	511441.3235513146	256408.85990304826	9.199767480638229e-06	0.699803001600739
44455.5	454993.61558532005	262475.9477925755	8.114817665435138e-06	0.7560470223810659
57238.5	390465.7631669804	253986.0460017326	6.779634786869088e-06	0.8044301970068173
73541.6	331178.2875160475	239738.99380839744	6.07773995241121e-06	0.8481074545850464
94334.2	280354.61328445503	226959.36685679058	6.723152990581094e-06	0.8936636822815113
120852.0	239385.92493659566	215222.34949741824	7.650717930946901e-06	0.9366232536242934
154673.0	206102.10523795805	196984.9560243727	6.944751564316557e-06	0.9651871284749136
197807.0	179261.41637179384	176464.5990463625	6.564673800849509e-06	0.9830932065653213
252819.0	157504.2810673472	156743.2054120236	6.162623084105208e-06	0.9928795998610684
322980.0	139143.8977180011	138749.78172509331	5.666360269949378e-06	0.9974171311035832
412461.0	122805.0588732425	122507.4529351371	5.066824853077984e-06	0.9991874449516547
526583.0	108839.20345384469	108773.08047717556	4.382898062707871e-06	0.9997731385294603
672131.0	100256.91333266454	100588.34728892798	3.866054808826511e-06	0.9999459967880608
857758.9999999999	108553.80494970827	108628.59297570316	3.26504705501248e-06	0.9999884913086965
1094500.0	143297.8452080053	145344.05110556216	2.0063338397956517e-06	0.9999965735743398
1396440.0	165831.72788220123	166533.85825700828	2.1603784383642802e-07	0.9999970987850146
1781529.9999999998	165831.77387621222	166533.9044457576	2.1603784383642802e-07	0.99999765349122
2272650.0	191232.93384121865	191452.58159450666	1.3661493166033551e-30	0.99999765349122
2899020.0	191232.93384121865	191452.58159450666	1.3661493166033551e-30	0.99999765349122
3697870.0000000005	191232.93384121865	191452.58159450666	1.3661493166033551e-30	0.99999765349122
