time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	5.44989e-06	1085.44	7.7923	2016.63
1	5.44989e-06	1.24005e-05	1085.44	7.7923	2016.63
2	1.24005e-05	2.12652e-05	1085.44	550.107	3580.278
3	2.12652e-05	3.2571e-05	1085.44	1338.96	7013.338
4	3.2571e-05	4.699e-05	883.994	1331.33	5074.27
5	4.699e-05	6.53797e-05	564.0193999999999	854.54	2888.229999999999
6	6.53797e-05	8.88334e-05	292.38930000000005	462.379	1680.7720000000004
7	8.88334e-05	0.000118746	144.27162	253.259	909.7835000000002
8	0.000118746	0.000156895	96.06210000000003	158.551	529.8345
9	0.000156895	0.000205549	77.1165	117.204	324.7831
10	0.000205549	0.000267602	72.2154	102.082	250.53550000000004
11	0.000267602	0.000346742	74.9458	101.523	214.38779999999997
12	0.000346742	0.000447676	83.07090000000001	110.145	202.6181
13	0.000447676	0.000576404	96.36116000000003	124.568	204.7276
14	0.000576404	0.00074058	113.24080000000002	142.773	214.78650000000002
15	0.00074058	0.000949965	132.76500000000001	163.648	229.80980000000005
16	0.000949965	0.00121701	154.17799999999997	186.585	248.72700000000003
17	0.00121701	0.00155759	176.78950000000003	211.129	271.31980000000004
18	0.00155759	0.00199196	199.99260000000007	236.608	302.67920000000004
19	0.00199196	0.00254594	223.13770000000005	262.077	332.92679999999996
20	0.00254594	0.00325248	245.33359999999996	286.174	365.2177000000001
21	0.00325248	0.00415357	265.2717	306.862	399.9704999999999
22	0.00415357	0.0053028	282.18360000000007	321.622	427.2596000000001
23	0.0053028	0.0067685	291.46479999999997	328.872	446.0264
24	0.0067685	0.00863782	294.58920000000006	329.326	453.98519999999996
25	0.00863782	0.0110219	292.524	325.222	448.832
26	0.0110219	0.0140625	287.40360000000004	318.52	429.631
27	0.0140625	0.0179403	280.46350000000007	305.225	409.9108
28	0.0179403	0.0228861	269.49860000000007	305.225	363.897
29	0.0228861	0.0291937	265.67330000000004	273.601	363.897
30	0.0291937	0.0372384	251.35699999999997	273.601	363.897
31	0.0372384	inf	251.357	273.601	363.897
