time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	5.42062e-06	1350.38	5.80906	1902.9600000000003
1	5.42062e-06	1.23339e-05	1350.38	5.80906	1902.9600000000003
2	1.23339e-05	2.1151e-05	1350.38	502.066	4448.692000000001
3	2.1151e-05	3.2396e-05	1350.38	1400.24	7765.270000000001
4	3.2396e-05	4.67376e-05	912.3289999999998	1577.19	5512.651
5	4.67376e-05	6.50285e-05	638.555	1075.9	3168.431
6	6.50285e-05	8.83562e-05	388.08359999999993	595.469	1797.5659999999996
7	8.83562e-05	0.000118108	219.39579999999998	322.062	1029.0240000000003
8	0.000118108	0.000156052	128.26899999999998	189.874	590.7040000000001
9	0.000156052	0.000204445	91.38239999999998	130.624	385.44520000000006
10	0.000204445	0.000266165	78.6005	105.529	275.1078
11	0.000266165	0.00034488	76.70330000000001	98.641	223.78839999999997
12	0.00034488	0.000445271	81.95909999999999	103.174	203.258
13	0.000445271	0.000573307	93.44326999999998	115.094	199.91279999999995
14	0.000573307	0.000736601	109.1822	131.97	206.7381
15	0.000736601	0.000944862	128.10739999999998	152.38	220.4314
16	0.000944862	0.00121047	149.25380000000004	175.473	239.59819999999996
17	0.00121047	0.00154922	171.846	200.557	266.09250000000003
18	0.00154922	0.00198126	195.21819999999997	226.839	297.78000000000003
19	0.00198126	0.00253227	218.67940000000002	253.428	330.42539999999997
20	0.00253227	0.00323501	241.369	279.078	365.52849999999995
21	0.00323501	0.00413126	261.9727	301.669	400.67060000000004
22	0.00413126	0.00527432	279.57790000000006	318.268	431.42120000000006
23	0.00527432	0.00673214	289.1	326.714	454.4942
24	0.00673214	0.00859141	291.9016	327.502	462.1028000000001
25	0.00859141	0.0109627	289.3415	323.168	451.3998
26	0.0109627	0.0139869	284.1582	316.209	426.4510000000001
27	0.0139869	0.017844	278.37800000000004	304.601	371.76700000000005
28	0.017844	0.0227631	272.90099999999995	304.601	317.083
29	0.0227631	0.0290369	272.70199999999994	288.596	317.083
30	0.0290369	0.0370383	279.70400000000006	288.596	317.083
31	0.0370383	inf	279.704	288.596	317.083
