time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	5.44031e-06	1575.3099999999997	5.20366	1987.1599999999999
1	5.44031e-06	1.23787e-05	1575.3099999999997	5.20366	1987.1599999999999
2	1.23787e-05	2.12278e-05	1575.3099999999997	588.151	3640.007
3	2.12278e-05	3.25137e-05	1529.6359999999997	1675.3	7089.5740000000005
4	3.25137e-05	4.69074e-05	1118.57	1749.09	5248.269000000001
5	4.69074e-05	6.52648e-05	644.7869000000002	1099.61	3331.2600000000007
6	6.52648e-05	8.86773e-05	345.1542000000001	570.834	1927.97
7	8.86773e-05	0.000118537	183.50699999999998	299.054	1094.0
8	0.000118537	0.000156619	113.41739000000001	177.622	615.5526
9	0.000156619	0.000205188	86.4389	125.46	382.5588
10	0.000205188	0.000267132	76.5167	104.895	278.178
11	0.000267132	0.000346133	77.0379	101.013	225.41549999999998
12	0.000346133	0.000446889	85.34458000000002	107.671	205.26420000000002
13	0.000446889	0.00057539	96.94249	120.883	202.71200000000005
14	0.00057539	0.000739278	113.17340000000002	138.062	209.8606
15	0.000739278	0.000948295	131.9187	157.945	223.1321
16	0.000948295	0.00121487	152.3612	179.961	241.21080000000006
17	0.00121487	0.00155485	173.90700000000004	203.683	266.00980000000004
18	0.00155485	0.00198846	196.14400000000003	228.553	295.445
19	0.00198846	0.00254147	218.63	253.805	326.33160000000004
20	0.00254147	0.00324676	240.7	278.237	359.77220000000005
21	0.00324676	0.00414627	261.2043	299.867	396.3632000000001
22	0.00414627	0.00529348	280.4684	316.097	425.45539999999994
23	0.00529348	0.0067566	290.5081	324.933	445.5764
24	0.0067566	0.00862263	294.0654	326.366	453.67730000000006
25	0.00862263	0.0110025	292.2715	322.317	440.51700000000005
26	0.0110025	0.0140377	286.5665	315.104	411.30099999999993
27	0.0140377	0.0179088	279.56399999999996	301.864	369.18019999999996
28	0.0179088	0.0228458	269.4211	301.864	305.99899999999997
29	0.0228458	0.0291424	268.072	278.79	305.99899999999997
30	0.0291424	0.0371729	264.742	278.79	305.99899999999997
31	0.0371729	inf	264.742	278.79	305.999
