left_time_boundary	im_N1	im_N2	m	M
0.0	889626.6265198315	475535.29934204393	0.0007256872553740276	0.5867788753217862
608.9209999999999	1046246.3419966745	559253.7954638392	0.0007256872553740276	0.8661329870009324
1385.52	639876.2375808359	287227.7793346663	0.00045536335962526557	0.9456845628376683
2375.98	513698.79632035317	271182.26083256083	3.865058956185713e-05	0.9507375744596502
3639.18	203588.53003764641	256973.26962929624	2.3846029822015518e-34	0.9507375744596502
5250.23	272111.23785190406	307074.2450755125	2.68088698141274e-34	0.9507375744596502
7304.93	382132.43993269454	391431.85075371957	0.00016432257969866088	0.9791793144351435
9925.43	537570.4565570492	522451.0510767176	5.5623285971946094e-05	0.9856442126560068
13267.500000000002	689390.0621084119	672924.4139747302	2.143395632282384e-05	0.9880416631141852
17530.0	787203.6531072952	763918.3336236742	7.720610339544217e-33	0.9880416631141852
22966.2	796256.7896585555	771324.0131303803	7.720610339544217e-33	0.9880416631141852
29899.4	723741.3527827256	701648.5625806564	1.1729936951356661e-37	0.9880416631141852
38741.799999999996	615526.4054056387	593597.0692695045	1.8559204234930718e-37	0.9880416631141852
50019.2	505246.3955591708	490723.10488112585	4.394184638678383e-06	0.989461583181676
64402.0	411458.93097074743	401837.4891281031	5.4117380263386276e-06	0.9913592808913444
82745.59999999999	340601.1676877204	335224.62686039443	6.430737712249986e-06	0.9936044699999645
106140.00000000001	283438.21979615727	283001.0004792831	7.089695255976996e-06	0.9958107201982138
135977.0	239005.78379308735	242408.03892670004	7.2840650459794e-06	0.9975935486063222
174031.0	204533.0810889583	209967.99423831247	7.322434383183729e-06	0.9988177629596183
222563.0	177827.54392965112	183050.6451487025	7.389491267653401e-06	0.999526387707988
284460.0	159099.14050638315	162048.30859986338	7.339794234581391e-06	0.999851356181441
363402.0	146296.87776720428	146795.61199475525	7.286075645411715e-06	0.9999657245699383
464082.0	138760.93666998285	138399.9216838908	6.991453003017373e-06	0.9999943085348536
592486.0	136645.80356994667	136139.10957773737	6.251144764957295e-06	0.9999992654206324
756250.0	139853.95060132528	139111.23052479446	5.197538479304548e-06	0.9999999162210089
965109.9999999999	150369.84152229366	149113.08628803524	3.9907589744082915e-06	0.9999999900043965
1231480.0	171973.85467193887	171782.94749266593	2.803554556417447e-06	0.9999999985122838
1571210.0	193505.47952241654	193743.73304989465	5.447186937322468e-07	0.9999999990720609
2004490.0	193505.47956302355	193743.7330905517	5.447186937322468e-07	0.99999999949176
2557080.0	201664.7596605562	202097.48934917912	3.0811345102803358e-09	0.9999999994939625
3261840.0	201664.75966083806	202097.48934946154	3.0811345102803358e-09	0.9999999994967576
4160670.0000000005	201664.75966459475	202097.48935322632	3.0811345102803358e-09	0.9999999995340145
