time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.22053e-06	68.85289999999999	104.384	152.773
1	6.22053e-06	1.4154e-05	68.85289999999999	104.384	152.773
2	1.4154e-05	2.42722e-05	68.85289999999999	389.199	152.773
3	2.42722e-05	3.71767e-05	82.47661	264.961	160.00959999999998
4	3.71767e-05	5.36346e-05	205.09000000000003	173.217	188.956
5	5.36346e-05	7.46247e-05	139.43699999999998	113.514	113.73455999999999
6	7.46247e-05	0.000101395	93.28859999999999	77.8429	73.54184
7	0.000101395	0.000135537	63.053619999999995	58.9917	54.26412
8	0.000135537	0.000179081	49.72680999999999	50.7823	46.42872
9	0.000179081	0.000234615	45.90446999999999	50.3814	47.15136
10	0.000234615	0.000305442	48.381899999999995	56.4567	53.28655
11	0.000305442	0.000395773	58.021390000000004	68.1714	63.76455
12	0.000395773	0.000510979	70.74136000000001	85.0734	78.08688
13	0.000510979	0.00065791	88.63260000000001	106.447	97.64385999999998
14	0.00065791	0.000845301	107.65499999999999	131.324	120.33899999999997
15	0.000845301	0.00108429	130.8253	158.434	145.3694
16	0.00108429	0.0013891	155.4292	186.738	169.49059999999997
17	0.0013891	0.00177784	180.80399999999997	215.422	196.77280000000002
18	0.00177784	0.00227363	206.2526	243.556	224.02059999999997
19	0.00227363	0.00290595	230.78950000000003	269.704	252.2454
20	0.00290595	0.00371239	252.94760000000008	291.665	276.82239999999996
21	0.00371239	0.00474091	271.6537000000001	306.692	293.20189999999997
22	0.00474091	0.00605264	282.376	312.744	301.6338
23	0.00605264	0.0077256	283.7873	310.191	301.726
24	0.0077256	0.00985924	278.8438	301.881	294.63070000000005
25	0.00985924	0.0125804	269.2654	291.144	284.7892
26	0.0125804	0.016051	259.3925	280.177	274.28830000000005
27	0.016051	0.0204772	250.32319999999999	266.304	262.70969999999994
28	0.0204772	0.0261223	242.25560000000004	266.304	250.215
29	0.0261223	0.0333219	241.52380000000005	233.394	229.1742
30	0.0333219	0.042504	241.47500000000005	233.394	197.61300000000003
31	0.042504	inf	241.475	233.394	197.613
