time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.2537e-06	76.18049999999998	129.574	176.65799999999993
1	6.2537e-06	1.42295e-05	76.18049999999998	129.574	176.65799999999993
2	1.42295e-05	2.44016e-05	76.18049999999998	378.387	176.65799999999993
3	2.44016e-05	3.73749e-05	88.74014999999999	189.353	161.02225999999993
4	3.73749e-05	5.39206e-05	201.77699999999996	131.783	98.47930000000001
5	5.39206e-05	7.50226e-05	141.7142	117.878	94.90705999999997
6	7.50226e-05	0.000101936	94.71080000000002	95.3307	80.51679999999999
7	0.000101936	0.00013626	59.31616000000002	65.4912	60.49503999999999
8	0.00013626	0.000180036	44.58619	49.0513	48.850449999999995
9	0.000180036	0.000235866	38.0647	44.43	44.612120000000004
10	0.000235866	0.000307071	39.3012	47.8983	46.25806000000001
11	0.000307071	0.000397884	47.69293	58.2023	53.69188000000001
12	0.000397884	0.000513704	59.86352	74.5842	68.26111999999999
13	0.000513704	0.000661418	77.92214	96.2757	88.05123999999999
14	0.000661418	0.000849809	97.57079999999998	122.173	109.4438
15	0.000849809	0.00109008	121.89520000000002	150.939	135.674
16	0.00109008	0.00139651	148.08520000000001	181.45	163.75699999999998
17	0.00139651	0.00178732	175.38200000000003	212.718	192.8872
18	0.00178732	0.00228576	202.92419999999996	243.539	222.111
19	0.00228576	0.00292145	229.53329999999994	272.112	250.06609999999995
20	0.00292145	0.00373219	253.53880000000004	295.81	276.4979000000001
21	0.00373219	0.00476619	273.7228	311.565	294.9965
22	0.00476619	0.00608492	285.17719999999997	317.372	303.049
23	0.00608492	0.0077668	286.5741	314.063	302.3555
24	0.0077668	0.00991182	281.36060000000003	305.059	295.2966
25	0.00991182	0.0126475	271.7108	294.04	285.16990000000004
26	0.0126475	0.0161366	262.03999999999996	283.261	274.57039999999995
27	0.0161366	0.0205864	252.70039999999995	269.393	262.71379999999994
28	0.0205864	0.0262616	241.19959999999995	269.393	252.79400000000007
29	0.0262616	0.0334996	233.784	216.434	231.23760000000001
30	0.0334996	0.0427307	208.48800000000003	216.434	198.903
31	0.0427307	inf	208.488	216.434	198.903
