time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.58501e-06	1181530.0	295.091	7365.169999999999
1	6.58501e-06	1.49833e-05	1181530.0	295.091	7365.169999999999
2	1.49833e-05	2.56944e-05	1181530.0	36.5606	7365.169999999999
3	2.56944e-05	3.93549e-05	237470.11199999996	121.437	4455.13136
4	3.93549e-05	5.67772e-05	1666.0579999999998	163.964	90.0734
5	5.67772e-05	7.89971e-05	1558.27	135.357	118.34199999999997
6	7.89971e-05	0.000107336	1013.5459000000002	103.312	117.72040000000003
7	0.000107336	0.000143478	552.6276	88.75	112.43560000000002
8	0.000143478	0.000189573	291.06180000000006	84.6875	106.16800000000002
9	0.000189573	0.000248362	183.21959999999999	87.9366	102.38100000000001
10	0.000248362	0.000323339	136.11229999999998	97.1336	103.15100000000001
11	0.000323339	0.000418962	121.42829999999998	110.013	108.78300000000002
12	0.000418962	0.000540918	121.5944	125.156	119.93260000000001
13	0.000540918	0.000696458	130.89999999999998	141.947	133.5672
14	0.000696458	0.000894829	145.5048	159.842	151.0196
15	0.000894829	0.00114783	163.26319999999998	178.177	169.85160000000002
16	0.00114783	0.00147049	183.0204	196.579	189.24849999999998
17	0.00147049	0.00188201	204.31840000000003	214.854	210.4398
18	0.00188201	0.00240685	229.33819999999997	232.602	229.3648
19	0.00240685	0.00307622	253.6082	249.041	247.0478
20	0.00307622	0.00392991	280.011	263.021	262.4476
21	0.00392991	0.00501868	301.64750000000004	273.22	274.3565
22	0.00501868	0.00640728	317.716	278.544	281.88300000000004
23	0.00640728	0.00817826	325.86430000000007	278.816	282.79940000000005
24	0.00817826	0.0104369	326.0182	275.122	278.90559999999994
25	0.0104369	0.0133175	319.6003	269.427	271.7035
26	0.0133175	0.0169914	309.57	263.6	263.67550000000006
27	0.0169914	0.021677	300.89400000000006	257.822	255.27040000000005
28	0.021677	0.0276528	300.2375	257.822	249.70300000000006
29	0.0276528	0.0352743	299.581	246.107	241.96
30	0.0352743	0.0449944	299.581	246.107	236.798
31	0.0449944	inf	299.581	246.107	236.798
