time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.49061e-06	1859690.0	226.962	1560.3700000000001
1	6.49061e-06	1.47686e-05	1859690.0	226.962	1560.3700000000001
2	1.47686e-05	2.5326e-05	1859690.0	20.9453	1560.3700000000001
3	2.5326e-05	3.87908e-05	188595.38000000006	62.3924	962.0034400000002
4	3.87908e-05	5.59633e-05	2898.898	86.0231	64.4536
5	5.59633e-05	7.78647e-05	2181.115	81.1371	82.50910000000003
6	7.78647e-05	0.000105797	1149.992	70.7549	81.1651
7	0.000105797	0.000141421	556.4699	67.1352	80.2204
8	0.000141421	0.000186856	274.8887	69.1049	82.22550000000001
9	0.000186856	0.000244801	170.00430000000003	76.6689	88.52645
10	0.000244801	0.000318704	126.90140000000001	89.3602	98.08875
11	0.000318704	0.000412957	114.035	105.235	110.31449999999998
12	0.000412957	0.000533165	115.34750000000001	122.832	124.81699999999998
13	0.000533165	0.000686474	125.06119999999999	141.673	142.85399999999998
14	0.000686474	0.000882002	140.56969999999998	161.415	162.05010000000001
15	0.000882002	0.00113137	159.8302	181.279	181.44099999999997
16	0.00113137	0.00144941	181.25819999999996	200.667	198.6976
17	0.00144941	0.00185503	206.25220000000002	219.271	218.48740000000004
18	0.00185503	0.00237235	230.55219999999997	236.725	236.95060000000004
19	0.00237235	0.00303212	258.2686	252.363	252.06310000000005
20	0.00303212	0.00387357	283.5665	265.243	264.7256
21	0.00387357	0.00494674	306.56820000000005	274.377	274.11050000000006
22	0.00494674	0.00631543	324.5614999999999	279.008	279.4376
23	0.00631543	0.00806102	335.3343999999999	279.177	280.3156
24	0.00806102	0.0102873	338.11339999999996	276.023	277.29650000000004
25	0.0102873	0.0131266	334.0042	271.301	271.89259999999996
26	0.0131266	0.0167479	326.1369	266.572	266.59999999999997
27	0.0167479	0.0213663	320.01399999999995	262.039	260.7008
28	0.0213663	0.0272564	221.1442	262.039	257.396
29	0.0272564	0.0347686	155.231	246.124	255.46760000000006
30	0.0347686	0.0443495	155.231	246.124	254.18200000000002
31	0.0443495	inf	155.231	246.124	254.182
