time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	5.52427e-06	1299.7	0.311552	4417.19
1	5.52427e-06	1.25698e-05	1299.7	0.311552	4417.19
2	1.25698e-05	2.15554e-05	1299.7	147.283	6004.976000000001
3	2.15554e-05	3.30155e-05	1360.8860000000002	831.228	6118.214999999999
4	3.30155e-05	4.76313e-05	1605.6300000000003	1465.8	4738.898
5	4.76313e-05	6.62719e-05	743.822	1290.63	3707.1019999999994
6	6.62719e-05	9.00457e-05	374.6484999999999	782.295	2667.015
7	9.00457e-05	0.000120366	191.13970000000003	412.94	1801.5399999999997
8	0.000120366	0.000159036	114.87346000000001	226.164	1082.3685999999998
9	0.000159036	0.000208354	85.80806	145.236	680.7570000000002
10	0.000208354	0.000271254	77.93155999999999	114.012	439.86959999999993
11	0.000271254	0.000351474	80.10900000000001	105.575	320.4782
12	0.000351474	0.000453785	87.96714000000001	108.397	263.64669999999995
13	0.000453785	0.00058427	100.15657	117.706	238.4624
14	0.00058427	0.000750686	115.02299999999997	131.811	233.09439999999998
15	0.000750686	0.000962929	132.7165	149.871	238.35200000000006
16	0.000962929	0.00123362	152.7818	170.843	250.50449999999995
17	0.00123362	0.00157885	174.53130000000002	194.01	268.7853999999999
18	0.00157885	0.00201914	197.474	219.015	292.8185
19	0.00201914	0.00258069	221.20959999999994	245.238	322.3688
20	0.00258069	0.00329686	247.1148	271.278	360.09380000000004
21	0.00329686	0.00421025	269.1112	294.806	399.88120000000004
22	0.00421025	0.00537517	286.9112	312.702	431.95649999999995
23	0.00537517	0.00686087	298.753	322.31	452.46249999999986
24	0.00686087	0.00875569	301.97339999999997	323.366	448.2091999999999
25	0.00875569	0.0111723	299.0923	317.695	382.81010000000003
26	0.0111723	0.0142544	292.02160000000003	307.087	357.20900000000006
27	0.0142544	0.0181852	281.90139999999997	284.602	85.05548000000002
28	0.0181852	0.0231984	262.47999999999996	284.602	54.8162
29	0.0231984	0.0295921	246.9907	203.47	54.8162
30	0.0295921	0.0377465	210.84900000000002	203.47	54.8162
31	0.0377465	inf	210.849	203.47	54.8162
