left_time_boundary	im_N1	im_N2	m	M
0.0	37964.40891836325	13619.79692599762	1.3661493166033551e-30	0.0
575.937	37964.40891836325	13619.79692599762	1.3661493166033551e-30	0.0
1310.47	38278.84092439244	10713.13984062914	3.59238451368906e-05	0.06509245293367438
2247.2799999999997	40722.515638434255	9451.607866048624	0.00011159474858696652	0.28392312485489934
3442.0499999999997	43991.33487863623	10419.896266922631	0.00010393917748046589	0.478335547330904
4965.84	91535.45360417324	12239.317709080435	8.996969377615642e-06	0.4962624846271566
6909.2300000000005	253765.55484009773	17006.671654278878	1.196884645634818e-20	0.4962624846271566
9387.779999999999	478705.97314181435	28329.629224531083	2.57098973178995e-34	0.4962624846271566
12548.9	632113.0218364982	47974.14420761591	3.453037660581404e-20	0.49626248462715683
16580.4	635035.0841421922	82425.81155738814	4.868947183791267e-28	0.49626248462715683
21722.199999999997	629672.6589642027	128054.80998788562	9.582508362749226e-30	0.49626248462715683
28279.8	595995.3216902554	174296.98558444108	2.0946024305073658e-28	0.49626248462715683
36643.2	573644.6570302567	231573.15891400754	1.3124691266390683e-05	0.619279202780607
47309.7	505011.36836408	259151.62073360634	7.5715204671011434e-06	0.6901577210187437
60913.5	439167.52500896296	267670.6065176593	7.156902052313179e-06	0.7582940868908161
78263.3	370760.01767170726	259667.50841562555	6.201696628495683e-06	0.8163074957476214
100391.0	310545.5110235275	245504.16551621465	5.893073075770801e-06	0.8682842282692413
128612.0	261141.75133181945	230782.75967061028	6.432099325990383e-06	0.9170997466128593
164604.0	222150.42117579916	210616.8223564676	6.452328325945224e-06	0.9541545634213647
210507.0	190933.09990816115	187318.35691284516	6.165951461474797e-06	0.9777283016608077
269051.0	164214.09364744276	162986.29812243834	5.5921042995450935e-06	0.9903376526035835
343717.0	139379.53610151843	138730.1846253537	4.984181552510405e-06	0.9962603602795155
438942.99999999994	118877.42340657076	118512.14195774797	4.330728736266463e-06	0.998693876060036
560392.0	97080.78763498858	97309.24973274417	3.5452463903479322e-06	0.9995644753015753
715285.0	89797.30609945241	90316.53760971235	3.412433864024915e-06	0.9998868939145861
912831.0	113634.64548176886	113661.1398695014	2.8335588309059663e-06	0.9999728737590667
1164780.0	142477.54564177134	144428.1160637159	1.6125423655816995e-06	0.9999903764104066
1486100.0	166937.32770641107	167703.2922557203	1.5386321351241122e-07	0.9999915166283873
1895910.0	166937.43290761212	167703.39793961978	1.5386321351241122e-07	0.9999927769906591
2418570.0	191402.93278032896	191547.56563410404	1.3661493166033551e-30	0.9999927769906591
3085150.0	191402.93278032896	191547.56563410404	1.3661493166033551e-30	0.9999927769906591
3935300.0	191402.93278032896	191547.56563410404	1.3661493166033551e-30	0.9999927769906591
