time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.55809e-06	1502.2800000000004	19.6203	80.61660000000002
1	6.55809e-06	1.49221e-05	1502.2800000000004	19.6203	80.61660000000002
2	1.49221e-05	2.55893e-05	1502.2800000000004	171.517	80.61660000000002
3	2.55893e-05	3.9194e-05	1671.2100000000003	169.297	146.11812
4	3.9194e-05	5.65451e-05	1463.5398	121.244	298.9549999999999
5	5.65451e-05	7.86742e-05	677.5832	96.3971	237.14749999999995
6	7.86742e-05	0.000106897	330.068	87.6741	174.92220000000003
7	0.000106897	0.000142892	180.095	86.2026	120.39499999999998
8	0.000142892	0.000188798	126.5684	83.2632	95.81647999999997
9	0.000188798	0.000247346	96.56445	76.2332	80.93453999999998
10	0.000247346	0.000322017	82.70378	72.148	72.65824
11	0.000322017	0.00041725	79.57466	73.9412	71.71014000000001
12	0.00041725	0.000538707	83.5825	80.7897	77.53678000000001
13	0.000538707	0.000693611	93.68091000000001	93.2609	89.58055
14	0.000693611	0.000891171	108.8384	111.02	105.93256000000001
15	0.000891171	0.00114313	128.20899999999997	132.894	123.69279999999999
16	0.00114313	0.00146448	151.004	157.714	145.7463
17	0.00146448	0.00187432	176.77700000000002	184.785	169.911
18	0.00187432	0.00239701	205.2512	213.575	195.65550000000002
19	0.00239701	0.00306364	235.84879999999998	242.955	226.87780000000004
20	0.00306364	0.00391384	269.91349999999994	270.49	251.9473
21	0.00391384	0.00499817	300.367	292.155	272.81080000000003
22	0.00499817	0.00638109	319.40979999999996	303.462	286.0765
23	0.00638109	0.00814483	326.7966	302.914	289.80519999999996
24	0.00814483	0.0103942	323.053	293.949	285.12440000000004
25	0.0103942	0.0132631	312.75919999999996	281.647	274.4069
26	0.0132631	0.016922	299.19669999999996	269.427	262.18460000000005
27	0.016922	0.0215884	277.95140000000004	255.358	252.15559999999996
28	0.0215884	0.0275398	267.8428	255.358	245.102
29	0.0275398	0.0351301	215.89300000000006	236.717	243.8785
30	0.0351301	0.0448105	215.89300000000006	236.717	242.655
31	0.0448105	inf	215.893	236.717	242.655
