time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.40634e-06	1536.14	18.0439	71.637
1	6.40634e-06	1.45768e-05	1536.14	18.0439	71.637
2	1.45768e-05	2.49972e-05	1536.14	223.062	71.637
3	2.49972e-05	3.82871e-05	1750.4029999999998	164.664	135.9981
4	3.82871e-05	5.52367e-05	1510.3555999999996	120.551	286.174
5	5.52367e-05	7.68537e-05	694.8687000000001	102.203	223.10289999999998
6	7.68537e-05	0.000104424	324.8489999999999	83.9178	164.61440000000002
7	0.000104424	0.000139585	170.044	69.0124	111.19580000000002
8	0.000139585	0.00018443	121.4026	63.8456	87.0608
9	0.00018443	0.000241623	99.21282000000001	66.0493	78.83351
10	0.000241623	0.000314566	92.82025999999998	73.3879	78.33359999999999
11	0.000314566	0.000407595	94.74099	83.708	83.97318
12	0.000407595	0.000526242	103.0179	96.1936	93.21369999999999
13	0.000526242	0.000677561	114.6174	111.653	107.17299999999999
14	0.000677561	0.00087055	130.17570000000003	130.279	122.62499999999999
15	0.00087055	0.00111668	149.15959999999998	151.56	141.72199999999998
16	0.00111668	0.00143059	170.90999999999997	174.745	162.35350000000003
17	0.00143059	0.00183095	194.91580000000005	199.286	184.19419999999997
18	0.00183095	0.00234155	220.84790000000007	224.747	207.0216
19	0.00234155	0.00299275	248.2604	250.233	232.38169999999997
20	0.00299275	0.00382328	276.0209	273.853	254.57720000000003
21	0.00382328	0.00488251	303.4216	292.547	274.74760000000003
22	0.00488251	0.00623343	322.09839999999997	302.846	286.47
23	0.00623343	0.00795636	328.5686	303.193	289.6568
24	0.00795636	0.0101537	325.10150000000004	295.71	285.0867
25	0.0101537	0.0129562	314.71999999999997	284.355	275.70019999999994
26	0.0129562	0.0165304	298.87960000000004	271.983	263.49859999999995
27	0.0165304	0.0210888	278.145	255.191	249.89880000000002
28	0.0210888	0.0269025	272.664	255.191	237.06600000000006
29	0.0269025	0.0343172	241.25400000000002	229.729	227.89849999999998
30	0.0343172	0.0437736	241.25400000000002	229.729	218.73099999999997
31	0.0437736	inf	241.254	229.729	218.731
