time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.6312e-06	1200.97	14.8688	75.3047
1	6.6312e-06	1.50885e-05	1200.97	14.8688	75.3047
2	1.50885e-05	2.58746e-05	1200.97	261.18	75.3047
3	2.58746e-05	3.9631e-05	1267.63	193.564	106.02356
4	3.9631e-05	5.71755e-05	1162.4843999999998	152.17	228.89900000000006
5	5.71755e-05	7.95513e-05	564.142	123.82	190.36460000000002
6	7.95513e-05	0.000108089	283.8999999999999	100.311	148.328
7	0.000108089	0.000144485	183.09909999999996	86.8812	115.77191999999998
8	0.000144485	0.000190903	132.0102	77.6851	94.07951999999999
9	0.000190903	0.000250104	101.43528000000002	70.7269	78.91744000000001
10	0.000250104	0.000325607	87.00787999999997	69.1474	71.8165
11	0.000325607	0.000421902	84.38022000000001	73.8971	72.82751999999999
12	0.000421902	0.000544713	89.86357000000002	83.9313	80.59206999999998
13	0.000544713	0.000701344	99.94994	99.0215	94.60698
14	0.000701344	0.000901106	117.08239999999998	118.474	112.55749999999998
15	0.000901106	0.00115588	136.83360000000002	140.887	132.931
16	0.00115588	0.00148081	159.4318	165.326	154.8991
17	0.00148081	0.00189521	184.41800000000003	191.446	176.07839999999996
18	0.00189521	0.00242373	211.54999999999998	218.859	200.40640000000002
19	0.00242373	0.0030978	240.20239999999995	246.451	227.32199999999997
20	0.0030978	0.00395748	268.75090000000006	271.863	252.70680000000004
21	0.00395748	0.00505389	294.07980000000003	291.312	271.39390000000003
22	0.00505389	0.00645223	313.9811	300.706	282.2418
23	0.00645223	0.00823563	318.4448	298.814	283.48699999999997
24	0.00823563	0.0105101	313.48310000000004	288.822	275.6056
25	0.0105101	0.013411	301.937	275.385	263.58720000000005
26	0.013411	0.0171106	289.50879999999995	261.736	250.4324
27	0.0171106	0.0218291	273.34409999999997	246.751	236.45440000000002
28	0.0218291	0.0278468	268.389	246.751	229.29200000000006
29	0.0278468	0.0355217	248.17410000000004	236.205	229.13320000000002
30	0.0355217	0.0453101	245.92800000000005	236.205	228.895
31	0.0453101	inf	245.928	236.205	228.895
