left_time_boundary	im_N1	im_N2	m	M
0.0	13731.8480081506	456301.2046049052	1.0270105422598705e-31	0.0
726.699	13731.8480081506	456301.2046049052	1.0270105422598705e-31	0.0
1653.51	13744.54325706908	456128.9943657602	1.0270105422598705e-31	0.0
2835.54	26407.359024028796	374695.4342337411	1.0270105422598705e-31	0.0
4343.08	48820.75264239176	337722.6723386255	3.1854327813263036e-05	0.11528532211612041
6265.739999999999	101921.6971103274	440700.90381412784	1.0495034627642188e-05	0.15966970193412422
8717.86	183240.9370987725	518186.4893122356	1.4407758482320772e-05	0.23208495563786247
11845.199999999999	309038.9354022841	568405.5513546951	2.4124736031824984e-05	0.3665182042006405
15833.8	411612.46089854394	581940.326443437	2.3054186664337822e-05	0.49896168302415367
20920.699999999997	454964.51041937235	551070.1815370633	1.8735442718149165e-05	0.6070891600771389
27408.4	448192.39287405333	493394.0312382021	1.2273618931101053e-05	0.6793103092211945
35682.6	416625.12505980494	432783.3434104822	1.0435778454107071e-05	0.7427051556453295
46235.299999999996	375604.5387420138	377544.5894429564	8.163849051247244e-06	0.7934643387598413
59694.0	332521.0001215807	325851.3311541981	4.796625271050169e-06	0.8248212529690309
76858.79999999999	293420.76198025356	282417.25061999436	2.71156601811698e-06	0.8444314657467358
98750.3	255977.94776671275	246711.17292818966	2.2187439959853793e-06	0.8625592334198621
126669.99999999999	231000.84950121562	228066.6547064377	5.102978746091426e-06	0.90443761298237
162278.0	212680.60195125104	213508.81821511843	6.255313993147038e-06	0.9458573818429599
207691.99999999997	195742.4444329478	197880.08048244062	6.2361285671328074e-06	0.9737089517948889
265612.0	181235.41370359706	182698.11177156802	6.033457342329217e-06	0.9892182209107373
339481.0	169615.31132532522	169916.9751832676	5.723355910566427e-06	0.9963327156809544
433692.0	160651.29636594374	160378.2483554284	5.342516526676956e-06	0.9989842648417792
553845.0	154524.0317704842	154050.41471559924	4.841282493790572e-06	0.9997696495184594
707086.0	152079.84227834654	151536.077059693	4.205461344228704e-06	0.9999554870720574
902525.0	154236.91045526764	153651.6346031453	3.4593594598856435e-06	0.9999920652299195
1151780.0	162843.1384921838	162344.44396287744	2.509272048177245e-06	0.999998390603587
1469680.0	181718.42875603182	183110.0568169613	1.521536470691201e-06	0.9999995313618218
1875119.9999999998	195048.52310981308	195818.23119746713	2.0025501660384444e-07	0.9999996190244241
2392200.0	195048.53173427202	195818.23985596024	2.0025501660384444e-07	0.9999997074583906
3051680.0	200897.02606035414	201080.10674257638	1.0270105422598705e-31	0.9999997074583906
3892749.9999999995	200897.02606035414	201080.10674257638	1.0270105422598705e-31	0.9999997074583906
4965440.0	200897.02606035414	201080.10674257638	1.0270105422598705e-31	0.9999997074583906
