time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.26699e-06	3648.429999999999	11.9023	104.46299999999998
1	7.26699e-06	1.65351e-05	3648.429999999999	11.9023	104.46299999999998
2	1.65351e-05	2.83554e-05	3648.429999999999	35.6732	104.46299999999998
3	2.83554e-05	4.34308e-05	1948.1260000000004	56.0254	123.41849999999997
4	4.34308e-05	6.26574e-05	1105.7730000000001	54.4389	138.2892
5	6.26574e-05	8.71786e-05	548.9308	47.6299	101.52600000000001
6	8.71786e-05	0.000118452	311.3304	44.411	83.41179
7	0.000118452	0.000158338	187.27859999999995	45.5387	77.10422000000001
8	0.000158338	0.000209207	139.02700000000002	50.5199	78.48904
9	0.000209207	0.000274084	121.72339999999998	59.6797	85.70263
10	0.000274084	0.000356826	118.633	72.5475	97.00467999999998
11	0.000356826	0.000462353	124.27040000000001	88.3056	111.0294
12	0.000462353	0.00059694	135.2462	106.187	126.78479999999999
13	0.00059694	0.000768588	149.4855	125.387	145.1334
14	0.000768588	0.000987503	164.21699999999998	145.106	163.71149999999997
15	0.000987503	0.0012667	181.61120000000003	164.722	183.5481
16	0.0012667	0.00162278	199.6652	183.849	201.0194
17	0.00162278	0.00207692	218.05920000000003	202.127	217.65759999999997
18	0.00207692	0.00265612	238.24499999999998	219.025	233.1326
19	0.00265612	0.00339481	257.88599999999997	233.774	246.79749999999999
20	0.00339481	0.00433692	274.1179	245.382	257.7912
21	0.00433692	0.00553845	287.1498	252.853	265.22529999999995
22	0.00553845	0.00707086	296.2194	255.655	268.50059999999996
23	0.00707086	0.00902525	299.22429999999997	254.302	267.3733
24	0.00902525	0.0115178	297.83320000000003	250.366	263.5766
25	0.0115178	0.0146968	293.7772	245.665	258.6234
26	0.0146968	0.0187512	287.4466	241.401	254.34950000000006
27	0.0187512	0.023922	282.12899999999996	236.971	249.6808
28	0.023922	0.0305168	278.86139999999995	236.971	247.782
29	0.0305168	0.0389275	273.9599999999999	234.36	244.1452
30	0.0389275	0.0496544	273.9599999999999	234.36	243.236
31	0.0496544	inf	273.96	234.36	243.236
