time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.98083e-06	5572.569999999999	10.1058	199.79299999999998
1	6.98083e-06	1.5884e-05	5572.569999999999	10.1058	199.79299999999998
2	1.5884e-05	2.72388e-05	5572.569999999999	25.9824	199.79299999999998
3	2.72388e-05	4.17205e-05	2282.953	61.7132	178.32049999999998
4	4.17205e-05	6.019e-05	1362.396	65.5813	153.94389999999999
5	6.019e-05	8.37456e-05	869.9770000000001	57.9538	127.80699999999997
6	8.37456e-05	0.000113788	504.53560000000004	52.8812	109.95190000000004
7	0.000113788	0.000152103	287.494	52.0634	99.91072000000001
8	0.000152103	0.000200968	190.1294	55.2556	96.53931000000001
9	0.000200968	0.00026329	149.44	63.3471	98.82020999999999
10	0.00026329	0.000342774	134.06439999999998	75.8501	106.26020000000001
11	0.000342774	0.000444146	132.24349999999998	91.3155	117.58340000000004
12	0.000444146	0.000573433	139.1904	108.815	133.115
13	0.000573433	0.000738322	151.32529999999997	127.744	148.9844
14	0.000738322	0.000948616	165.1755	147.382	167.1737
15	0.000948616	0.00121682	182.25319999999994	167.092	187.0648
16	0.00121682	0.00155888	200.52879999999993	186.559	204.9444
17	0.00155888	0.00199514	223.26399999999998	205.505	222.27620000000002
18	0.00199514	0.00255152	243.30199999999996	223.39	238.69640000000007
19	0.00255152	0.00326112	263.7188	239.373	253.51549999999997
20	0.00326112	0.00416613	283.509	252.426	265.853
21	0.00416613	0.00532035	300.9076	261.439	274.76680000000005
22	0.00532035	0.00679242	314.77599999999995	265.587	279.724
23	0.00679242	0.00866985	321.0316000000001	265.026	279.2078
24	0.00866985	0.0110643	321.07680000000005	261.173	275.38599999999997
25	0.0110643	0.0141181	316.29359999999997	256.007	269.67479999999995
26	0.0141181	0.0180128	307.23740000000004	251.001	263.99949999999995
27	0.0180128	0.02298	299.67800000000005	245.165	255.7712
28	0.02298	0.029315	287.11820000000006	245.165	252.046
29	0.029315	0.0373946	278.74500000000006	240.848	246.69880000000006
30	0.0373946	0.047699	278.74500000000006	240.848	245.36200000000005
31	0.047699	inf	278.745	240.848	245.362
