time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.95259e-06	4030.790000000001	18.444	262.44599999999997
1	6.95259e-06	1.58197e-05	4030.790000000001	18.444	262.44599999999997
2	1.58197e-05	2.71287e-05	4030.790000000001	56.561	262.44599999999997
3	2.71287e-05	4.15518e-05	1976.5559999999998	102.989	236.06299999999996
4	4.15518e-05	5.99466e-05	889.5287999999998	101.111	198.30640000000002
5	5.99466e-05	8.34069e-05	529.3670000000001	83.1958	152.812
6	8.34069e-05	0.000113327	316.9025	69.4426	119.0197
7	0.000113327	0.000151487	206.8581	64.0737	103.41380000000001
8	0.000151487	0.000200156	161.283	65.2538	99.72580000000004
9	0.000200156	0.000262226	140.94879999999998	72.5863	103.6507
10	0.000262226	0.000341388	137.2509	84.7416	112.9336
11	0.000341388	0.00044235	142.3542	100.034	126.942
12	0.00044235	0.000571114	151.29420000000002	117.363	141.744
13	0.000571114	0.000735336	164.14470000000006	135.731	159.06460000000004
14	0.000735336	0.00094478	178.8448	154.459	175.03589999999997
15	0.00094478	0.0012119	194.55699999999996	173.026	193.89819999999995
16	0.0012119	0.00155258	210.75939999999994	191.098	210.60299999999998
17	0.00155258	0.00198707	227.25210000000004	208.412	226.57430000000005
18	0.00198707	0.0025412	243.88679999999994	224.56	242.8745
19	0.0025412	0.00324794	260.1873	238.875	256.20459999999997
20	0.00324794	0.00414928	277.483	250.53	267.18479999999994
21	0.00414928	0.00529884	289.0265	258.656	274.9882
22	0.00529884	0.00676495	296.5108	262.549	278.96
23	0.00676495	0.00863478	299.5035	262.264	278.6243999999999
24	0.00863478	0.0110195	298.3751	258.983	275.58719999999994
25	0.0110195	0.014061	294.58579999999995	254.46	271.56719999999996
26	0.014061	0.0179399	289.4609	250.143	267.66800000000006
27	0.0179399	0.022887	282.95099999999996	246.482	264.00280000000004
28	0.022887	0.0291965	282.00419999999997	246.482	263.13700000000006
29	0.0291965	0.0372433	279.795	248.039	263.46189999999996
30	0.0372433	0.0475061	279.795	248.039	263.49799999999993
31	0.0475061	inf	279.795	248.039	263.498
