time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.92519e-06	3533.48	14.0136	292.54
1	6.92519e-06	1.57574e-05	3533.48	14.0136	292.54
2	1.57574e-05	2.70217e-05	3533.48	52.7466	292.54
3	2.70217e-05	4.1388e-05	1714.3680000000002	100.724	263.09150000000005
4	4.1388e-05	5.97103e-05	934.7245	103.546	226.8488
5	5.97103e-05	8.30781e-05	527.2621	88.6908	165.701
6	8.30781e-05	0.000112881	310.78900000000004	76.7449	132.41540000000003
7	0.000112881	0.00015089	210.75359999999995	72.7294	115.90979999999998
8	0.00015089	0.000199367	163.28010000000003	74.8886	110.56180000000002
9	0.000199367	0.000261192	144.3198	82.5082	111.99259999999998
10	0.000261192	0.000340042	139.81399999999996	94.5452	118.52229999999997
11	0.000340042	0.000440606	144.529	109.402	128.80319999999998
12	0.000440606	0.000568862	154.6125	126.087	141.6947
13	0.000568862	0.000732437	167.73600000000002	143.685	157.6148
14	0.000732437	0.000941055	181.1594	161.518	174.30110000000002
15	0.000941055	0.00120712	196.86	179.137	189.50870000000003
16	0.00120712	0.00154646	213.07960000000003	196.307	208.7718
17	0.00154646	0.00197923	229.61940000000004	212.803	224.3747
18	0.00197923	0.00253119	247.83689999999999	228.21	239.086
19	0.00253119	0.00323513	265.50399999999996	241.851	252.37449999999993
20	0.00323513	0.00413293	279.9348	252.824	263.4454
21	0.00413293	0.00527795	291.39110000000005	260.207	271.43670000000003
22	0.00527795	0.00673828	299.32450000000006	263.431	275.6316
23	0.00673828	0.00860074	302.0762	262.79	275.7026000000001
24	0.00860074	0.0109761	301.0141	259.551	272.6896
25	0.0109761	0.0140055	297.472	255.357	268.7464
26	0.0140055	0.0178692	292.45360000000005	251.386	264.29699999999997
27	0.0178692	0.0227968	287.567	247.154	259.73040000000003
28	0.0227968	0.0290814	287.2049	247.154	257.92
29	0.0290814	0.0370965	286.36	245.183	259.58560000000006
30	0.0370965	0.0473188	286.36	245.183	260.002
31	0.0473188	inf	286.36	245.183	260.002
