time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.75105e-06	5508.329999999999	41.9125	457.9070000000001
1	6.75105e-06	1.53612e-05	5508.329999999999	41.9125	457.9070000000001
2	1.53612e-05	2.63422e-05	5508.329999999999	60.4781	457.9070000000001
3	2.63422e-05	4.03472e-05	2191.8937999999994	115.834	347.3045000000001
4	4.03472e-05	5.82088e-05	683.7752	125.866	231.06169999999997
5	5.82088e-05	8.0989e-05	463.215	108.432	180.299
6	8.0989e-05	0.000110042	300.738	90.8163	141.8483
7	0.000110042	0.000147096	201.34999999999994	81.9116	124.05340000000001
8	0.000147096	0.000194353	159.3155	80.4117	114.76849999999997
9	0.000194353	0.000254624	137.1382	85.31	114.37459999999996
10	0.000254624	0.000331492	130.66779999999997	95.4232	118.97059999999999
11	0.000331492	0.000429527	133.716	108.943	128.59890000000001
12	0.000429527	0.000554558	143.48289999999997	124.772	140.5582
13	0.000554558	0.000714019	156.7226	142.023	155.9832
14	0.000714019	0.000917392	172.03619999999995	160.015	171.18920000000006
15	0.000917392	0.00117677	188.55659999999997	178.156	188.40500000000003
16	0.00117677	0.00150757	205.66499999999994	196.031	207.1354
17	0.00150757	0.00192946	223.03380000000004	213.353	223.7832
18	0.00192946	0.00246754	240.4817	229.699	240.96920000000003
19	0.00246754	0.00315378	257.5344	244.384	255.248
20	0.00315378	0.004029	273.2665	256.498	267.2672
21	0.004029	0.00514523	288.2026	265.068	276.14099999999996
22	0.00514523	0.00656884	296.472	269.371	281.1064
23	0.00656884	0.00838447	300.01739999999995	269.528	281.7884
24	0.00838447	0.0107001	299.32950000000005	266.74	279.0386
25	0.0107001	0.0136533	295.8498	262.598	274.96459999999996
26	0.0136533	0.0174199	290.55100000000004	258.285	270.62940000000003
27	0.0174199	0.0222236	284.3891	253.725	265.8366
28	0.0222236	0.0283501	284.2731	253.725	264.185
29	0.0283501	0.0361637	288.45900000000006	255.279	267.1338
30	0.0361637	0.046129	288.45900000000006	255.279	267.87100000000004
31	0.046129	inf	288.459	255.279	267.871
