time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	4.07991e-06	2582.2199999999993	36.2352	1586.7100000000003
1	4.07991e-06	9.28331e-06	2582.2199999999993	36.2352	1586.7100000000003
2	9.28331e-06	1.59196e-05	2582.2199999999993	104.353	1586.7100000000003
3	1.59196e-05	2.43833e-05	5101.239000000001	621.854	5248.291
4	2.43833e-05	3.51777e-05	4928.384000000001	1774.09	6097.188
5	3.51777e-05	4.89446e-05	4305.935	2625.86	4638.648
6	4.89446e-05	6.65026e-05	3493.208	2436.87	2998.1149999999993
7	6.65026e-05	8.88955e-05	2546.7039999999997	1694.1	1841.7499999999998
8	8.88955e-05	0.000117455	1701.6539999999998	1041.64	1063.1500000000003
9	0.000117455	0.000153879	1079.5100000000002	638.553	634.4889999999999
10	0.000153879	0.000200333	691.9830000000001	418.988	410.987
11	0.000200333	0.000259579	459.0100000000001	304.447	289.4869
12	0.000259579	0.00033514	338.78240000000005	245.511	231.38100000000006
13	0.00033514	0.000431508	277.49129999999997	217.128	206.82380000000003
14	0.000431508	0.000554414	248.1614	207.058	200.56660000000002
15	0.000554414	0.000711164	238.27799999999996	208.578	204.20980000000006
16	0.000711164	0.000911079	239.6167	217.591	214.65900000000002
17	0.000911079	0.00116605	250.6568	231.82	231.92629999999994
18	0.00116605	0.00149122	267.6748	250.077	252.4456
19	0.00149122	0.00190595	289.8544	271.605	276.8901
20	0.00190595	0.00243487	316.357	295.677	307.5114
21	0.00243487	0.00310945	349.0268000000001	321.259	338.1274
22	0.00310945	0.00396979	380.5544	346.547	371.78700000000003
23	0.00396979	0.00506704	410.06389999999993	368.619	399.44599999999997
24	0.00506704	0.00646645	433.33500000000004	384.122	419.9128
25	0.00646645	0.00825122	438.6573000000001	391.054	429.6950999999999
26	0.00825122	0.0105275	407.2147999999999	388.819	426.3201999999999
27	0.0105275	0.0134305	368.51299999999986	361.123	391.65829999999994
28	0.0134305	0.017133	257.6204	361.123	358.1518
29	0.017133	0.0218551	183.69200000000004	252.432	238.97899999999996
30	0.0218551	0.0278774	183.69200000000004	252.432	238.97899999999996
31	0.0278774	inf	183.692	252.432	238.979
