left_time_boundary	im_N1	im_N2	m	M
0.0	14481.681429722476	24863.71088446504	2.417378773406655e-28	0.0
414.79100000000005	14481.681429722476	24863.71088446504	2.417378773406655e-28	0.0
943.805	14628.856058484229	25097.607484870598	4.34245608051582e-05	0.05691211138347063
1618.49	8821.08571693559	9081.540518418073	6.652036441405412e-05	0.15892632294741205
2478.98	9660.75489899622	7881.156424939231	0.00013347968313704123	0.3725210997826197
3576.41	11550.89462443947	10469.46680395339	0.00016745942813514941	0.607339952948236
4976.05	14088.33169071154	17077.09116856069	0.0001072125065287282	0.7322154595852415
6761.11	18528.190609320216	29299.601603158684	4.943112721457869e-32	0.7322154595852415
9037.73	28180.277351087752	52617.09748987148	3.759574311927816e-30	0.7322154595852415
11941.3	47025.902934148835	84392.36247005318	4.048790086771648e-30	0.7322154595852415
15644.4	72148.96718234774	125853.8107543205	7.19662146615747e-33	0.7322154595852415
20367.2	109312.57106673643	166040.43188932395	9.43868222155497e-06	0.7609968369162721
26390.6	151778.02393437404	204703.46189401724	1.504748283134864e-05	0.8103297078535755
34072.6	189756.5622283654	226186.83870896764	1.3688765793990365e-05	0.8549532804162594
43870.1	210390.34978094036	232292.91843647585	9.388256681151728e-06	0.8852867140632726
56365.5	214975.65557498817	227178.3636499122	6.595254438707721e-06	0.9070345477588238
72301.79999999999	208848.0869554982	215707.85050509687	5.9178183755706696e-06	0.9269115031149346
92626.6	196757.9524473843	200969.66991811077	6.077161389649568e-06	0.9466638717154244
118548.0	182400.84661424914	184841.64155550642	6.195999810152802e-06	0.964592118978739
151608.0	166663.85534109286	168162.66991140693	6.162013687277679e-06	0.9789415030795451
193772.0	150044.01690934092	150808.99299697898	5.98632542695041e-06	0.9889383208567297
247546.0	133619.56892954448	133903.47420804645	5.658719915638251e-06	0.9949098151442757
316128.0	118873.47049846394	118877.32289712086	5.286464229584268e-06	0.9979811637311579
403596.0	105314.44250537708	105191.14075376588	4.771681236615716e-06	0.9993037792920787
515150.99999999994	92401.23887359326	92509.2787673115	4.040073441460012e-06	0.9997794598020996
657424.0	93184.1871456511	93400.88557582586	3.5529754267481144e-06	0.9999392546225842
838876.0	134865.95841168796	137355.5328213513	3.0299066499222167e-06	0.9999850551710191
1070290.0	147753.76851129436	148208.07326108357	3.6220717109288264e-07	0.9999879320345381
1365440.0	147753.9812943722	148208.28669841454	3.6220717109288264e-07	0.999990812256086
1741860.0	186769.72228267515	187188.205713843	9.683819737614181e-10	0.999990820794895
2221940.0	186769.72329856295	187188.206732007	9.683819737614181e-10	0.9999908316733513
2834210.0	186769.73728243812	187188.22074721497	9.683819737614181e-10	0.9999909814172262
