time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	4.22834e-06	4791.98	72.9772	2336.7299999999996
1	4.22834e-06	9.62104e-06	4791.98	72.9772	2336.7299999999996
2	9.62104e-06	1.64988e-05	4791.98	228.479	2336.7299999999996
3	1.64988e-05	2.52704e-05	6833.2339999999995	973.754	5600.305
4	2.52704e-05	3.64575e-05	5672.373999999999	2158.59	5880.59
5	3.64575e-05	5.07253e-05	4195.414	2629.7	4183.128
6	5.07253e-05	6.8922e-05	3000.8700000000003	2096.59	2707.7769999999996
7	6.8922e-05	9.21296e-05	1944.5900000000001	1323.05	1520.384
8	9.21296e-05	0.000121728	1209.8995	781.501	857.1054
9	0.000121728	0.000159477	762.532	483.714	519.4844
10	0.000159477	0.000207621	511.45199999999994	332.529	352.8159
11	0.000207621	0.000269022	365.3358	256.955	264.79799999999994
12	0.000269022	0.000347332	290.4297	220.02	224.31509999999997
13	0.000347332	0.000447207	256.2149	204.93	209.7956
14	0.000447207	0.000574584	239.83499999999998	203.112	208.2462
15	0.000574584	0.000737037	237.72009999999995	209.551	215.25899999999996
16	0.000737037	0.000944226	246.25020000000004	221.515	227.83019999999993
17	0.000944226	0.00120847	262.7076	237.613	244.7326
18	0.00120847	0.00154548	282.7054	256.853	265.3522
19	0.00154548	0.00197529	306.65999999999997	278.428	291.6859
20	0.00197529	0.00252346	333.9014000000001	301.631	321.2738
21	0.00252346	0.00322258	363.4705	325.394	350.6090999999999
22	0.00322258	0.00411422	393.34479999999996	347.766	380.1807999999999
23	0.00411422	0.00525139	423.91240000000005	365.994	409.0791999999999
24	0.00525139	0.00670171	439.71900000000005	377.469	428.50489999999996
25	0.00670171	0.00855141	441.0860000000001	381.092	438.45100000000014
26	0.00855141	0.0109105	403.611	377.363	437.6876999999999
27	0.0109105	0.0139191	373.18499999999995	357.65	419.22900000000004
28	0.0139191	0.0177563	115.79182899999998	357.65	404.7098999999999
29	0.0177563	0.0226502	5.480470000000001	265.899	370.83199999999994
30	0.0226502	0.0288916	5.480470000000001	265.899	370.83199999999994
31	0.0288916	inf	5.48047	265.899	370.832
