time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	4.23492e-06	3929.11	36.9723	1879.7
1	4.23492e-06	9.63603e-06	3929.11	36.9723	1879.7
2	9.63603e-06	1.65245e-05	3929.11	118.51	1879.7
3	1.65245e-05	2.53098e-05	6480.950000000002	714.955	5131.697
4	2.53098e-05	3.65143e-05	5486.622	1906.92	5777.041999999999
5	3.65143e-05	5.08043e-05	4412.767999999999	2601.2	4302.684
6	5.08043e-05	6.90294e-05	3330.2239999999993	2248.39	2771.72
7	6.90294e-05	9.22732e-05	2331.09	1477.61	1658.0600000000002
8	9.22732e-05	0.000121918	1464.22	867.767	934.9260000000003
9	0.000121918	0.000159725	859.8154000000002	515.943	555.4590000000001
10	0.000159725	0.000207944	556.4186	338.28	352.9029
11	0.000207944	0.000269442	381.9088000000001	253.59	261.11670000000004
12	0.000269442	0.000347873	296.3358	214.712	215.44340000000003
13	0.000347873	0.000447903	259.0484	199.682	198.86860000000001
14	0.000447903	0.000575479	240.95749999999995	198.405	198.03859999999997
15	0.000575479	0.000738185	238.2255	205.478	206.08949999999996
16	0.000738185	0.000945697	246.63749999999996	217.931	219.77139999999997
17	0.000945697	0.00121035	260.7572	234.235	237.6159
18	0.00121035	0.00154788	280.0055	253.482	258.94039999999995
19	0.00154788	0.00197836	303.7496	275.048	283.40349999999995
20	0.00197836	0.00252739	331.46310000000005	298.337	316.012
21	0.00252739	0.0032276	362.2374	322.363	345.51030000000003
22	0.0032276	0.00412063	396.56759999999997	345.281	374.7150000000001
23	0.00412063	0.00525957	426.4228	364.423	400.68100000000004
24	0.00525957	0.00671215	443.0339	377.189	420.20419999999996
25	0.00671215	0.00856473	441.6389999999999	382.18	431.41019999999986
26	0.00856473	0.0109275	397.74819999999994	379.363	429.96740000000005
27	0.0109275	0.0139408	372.31699999999995	360.752	402.1370000000001
28	0.0139408	0.017784	129.4394	360.752	383.5385000000001
29	0.017784	0.0226855	68.72	276.666	340.1420000000001
30	0.0226855	0.0289367	68.72	276.666	340.1420000000001
31	0.0289367	inf	68.72	276.666	340.142
