time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	4.17999e-06	3202.8000000000006	98.0765	1893.2899999999997
1	4.17999e-06	9.51103e-06	3202.8000000000006	98.0765	1893.2899999999997
2	9.51103e-06	1.63101e-05	3202.8000000000006	167.88	1893.2899999999997
3	1.63101e-05	2.49814e-05	5571.996	814.243	4838.092
4	2.49814e-05	3.60406e-05	5287.494000000001	2069.51	5448.97
5	3.60406e-05	5.01452e-05	4395.04	2822.88	4307.692999999999
6	5.01452e-05	6.81339e-05	3402.8419999999996	2467.48	2827.1300000000006
7	6.81339e-05	9.10761e-05	2408.732	1633.53	1635.7300000000002
8	9.10761e-05	0.000120336	1516.4450000000004	961.564	985.8985000000001
9	0.000120336	0.000157653	934.3947999999998	573.317	577.1886
10	0.000157653	0.000205247	580.7108000000001	375.231	375.4437000000001
11	0.000205247	0.000265946	409.7368000000001	276.8	267.319
12	0.000265946	0.000343361	311.10249999999996	228.511	221.92889999999994
13	0.000343361	0.000442093	261.31840000000005	207.207	203.72639999999998
14	0.000442093	0.000568013	238.61509999999996	201.619	200.25240000000002
15	0.000568013	0.000728609	231.92859999999996	205.572	205.4152
16	0.000728609	0.000933428	235.54679999999993	215.739	216.42700000000005
17	0.000933428	0.00119465	247.96979999999996	230.579	232.225
18	0.00119465	0.0015278	265.24719999999996	249.17	252.35329999999996
19	0.0015278	0.0019527	286.9148	270.754	276.3944000000001
20	0.0019527	0.0024946	314.77699999999993	294.549	303.75559999999996
21	0.0024946	0.00318573	343.0926	319.362	338.96139999999997
22	0.00318573	0.00406717	371.88579999999996	343.156	368.69319999999993
23	0.00406717	0.00519134	397.0833999999999	363.003	395.1141999999999
24	0.00519134	0.00662507	412.93600000000004	375.891	414.972
25	0.00662507	0.00845362	409.2254	380.08	426.59400000000005
26	0.00845362	0.0107857	372.55510000000004	375.112	426.3
27	0.0107857	0.01376	323.6860000000001	349.06	405.84750000000014
28	0.01376	0.0175533	245.01760000000007	349.06	399.24380000000014
29	0.0175533	0.0223912	192.57200000000003	272.484	381.6750000000001
30	0.0223912	0.0285613	192.57200000000003	272.484	381.6750000000001
31	0.0285613	inf	192.572	272.484	381.675
