time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.773e-06	2186830.0	1346.75	2555230.0
1	6.773e-06	1.54111e-05	2186830.0	1346.75	2555230.0
2	1.54111e-05	2.64279e-05	2186830.0	10.5197	2555230.0
3	2.64279e-05	4.04784e-05	438981.7280000001	56.4982	1277655.9832500003
4	4.04784e-05	5.83981e-05	2678.573999999999	91.785	111.32915
5	5.83981e-05	8.12523e-05	2500.5699999999997	89.1266	375.593
6	8.12523e-05	0.0001104	1286.4202000000002	72.4785	260.95779999999996
7	0.0001104	0.000147574	542.1534	60.4783	163.7676
8	0.000147574	0.000194985	231.9604	55.9212	109.31081999999996
9	0.000194985	0.000255452	130.85208	59.1587	83.40465999999999
10	0.000255452	0.00033257	95.31295000000001	68.6137	76.08995999999999
11	0.00033257	0.000430923	87.49526	82.1409	78.64977999999999
12	0.000430923	0.000556361	90.47863999999998	98.5944	88.90072
13	0.000556361	0.000716341	100.38370000000002	117.505	103.58758999999998
14	0.000716341	0.000920375	115.75379999999998	138.244	123.60519999999997
15	0.000920375	0.00118059	135.2591	159.854	146.1582
16	0.00118059	0.00151247	157.64200000000002	181.65	172.5832
17	0.00151247	0.00193574	182.29379999999998	203.162	197.74659999999997
18	0.00193574	0.00247556	211.79040000000003	223.841	223.2136
19	0.00247556	0.00316404	240.8592	242.835	247.97020000000003
20	0.00316404	0.0040421	273.00039999999996	258.91	272.12919999999997
21	0.0040421	0.00516196	299.8495	270.54	289.05589999999995
22	0.00516196	0.0065902	320.2540000000001	276.336	298.2466
23	0.0065902	0.00841173	330.8865000000001	276.069	298.2069
24	0.00841173	0.0107349	331.025	271.322	289.12980000000005
25	0.0107349	0.0136977	320.93939999999986	264.685	275.256
26	0.0136977	0.0174765	305.26480000000004	258.058	261.603
27	0.0174765	0.0222958	286.2200000000001	249.562	243.79950000000005
28	0.0222958	0.0284423	264.1365	249.562	233.48700000000005
29	0.0284423	0.0362813	242.05299999999997	239.054	209.72700000000006
30	0.0362813	0.046279	242.05299999999997	239.054	203.78700000000006
31	0.046279	inf	242.053	239.054	203.787
