left_time_boundary	im_N1	im_N2	m	M
0.0	486.905914545978	38281.32805564576	2.0753765316907907e-06	0.0028677239846497393
691.885	488.67585578921495	38420.48368992214	2.0753765316907907e-06	0.006513226931244009
1574.3000000000002	336.47381228625795	38433.305630761904	1.817278283384512e-29	0.006513226931244009
2699.7	9226.434661061907	59339.84936681968	1.2298332625433026e-05	0.04097522492212735
4135.01	211927.88901840962	339810.2913042372	0.0001937622091376297	0.5282117746875327
5965.57	278055.5028976445	396279.88000255555	2.909762570112352e-05	0.5881475113500283
8300.21	415767.99248175527	463947.72527628555	4.293221230499501e-05	0.6810594306821165
11277.699999999999	626506.5825603853	624813.8938397053	0.0003072131786365611	0.9690701823655918
15075.2	676964.605775506	668289.8825046008	4.293439364370726e-28	0.9690701823655918
19918.4	658387.8514406102	646165.4513553557	1.3299226560792962e-19	0.9690701823655918
26095.300000000003	597004.0794153478	581982.2063964542	4.1282377050095894e-27	0.9690701823655918
33973.1	524433.29722967	507679.74093321845	1.817278283384512e-29	0.9690701823655918
44020.3	455130.23879378533	437858.25014597323	1.817278283384512e-29	0.9690701823655918
56834.2	392226.42153344397	374331.4698329102	1.817278283384512e-29	0.9690701823655918
73176.7	337512.9246433038	320694.7577709098	1.817278283384512e-29	0.9690701823655918
94019.4	289999.33408597304	275334.54085287405	1.817278283384512e-29	0.9690701823655918
120601.99999999999	247474.38806644586	236141.7054037235	2.801651876192307e-27	0.9690701823655918
154504.0	203945.02169536427	196200.78351691258	8.780669793736845e-32	0.9690701823655918
197742.0	156249.28216810588	151260.01428420795	1.817278283384512e-29	0.9690701823655918
252886.99999999997	196372.61863392266	196407.77140714764	6.451291339569195e-06	0.9875180693464393
323217.0	225807.79929176124	226279.35250868456	2.8206153060992538e-05	0.9999207963243442
412914.0	195324.74471631108	195403.06007220072	1.0981858473709161e-36	0.9999207963243442
527312.0	113924.98177861636	113985.2221235899	9.277720774026415e-39	0.9999207963243442
673211.0	23802.53893261194	23654.976316350694	1.350753876196236e-06	0.9999520893915339
859287.0	206235.72813912103	208871.15414551622	3.895921314113554e-06	0.9999924599304858
1096600.0	193126.57278542462	193503.5077800482	1.0216818239093472e-06	0.9999959376300855
1399270.0	216526.96376509836	218944.776709526	5.190861862786812e-07	0.9999972789397326
1785279.9999999998	204362.72544020537	205035.01998398505	6.959197672403006e-08	0.9999974591502696
2277600.0	204362.74716614434	205035.0417813961	6.959197672403006e-08	0.9999976717713465
2905480.0	201261.57820207102	201429.6397673153	1.817278283384512e-29	0.9999976717713465
3706260.0	201261.57820207102	201429.6397673153	1.817278283384512e-29	0.9999976717713465
4727550.0	201261.57820207102	201429.6397673153	1.817278283384512e-29	0.9999976717713465
