time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.77151e-06	4122.72	13.2803	153.081
1	6.77151e-06	1.54077e-05	4122.72	13.2803	153.081
2	1.54077e-05	2.64221e-05	4122.72	43.3167	153.081
3	2.64221e-05	4.04695e-05	2052.702	74.7058	157.3122
4	4.04695e-05	5.83853e-05	1310.2720000000002	84.2067	167.18500000000003
5	5.83853e-05	8.12345e-05	872.0050000000002	84.3088	132.9256
6	8.12345e-05	0.000110376	532.4845	78.9064	116.63590000000002
7	0.000110376	0.000147542	359.4162	75.8117	104.84140000000002
8	0.000147542	0.000194942	253.996	78.1404	99.13400000000001
9	0.000194942	0.000255396	199.84320000000002	84.4997	99.525
10	0.000255396	0.000332496	173.12399999999997	95.441	106.09119999999997
11	0.000332496	0.000430829	166.004	109.498	117.84200000000001
12	0.000430829	0.000556239	168.37959999999998	125.274	130.31849999999997
13	0.000556239	0.000716183	176.58570000000003	142.26	145.2798
14	0.000716183	0.000920173	188.36540000000005	160.018	159.62319999999997
15	0.000920173	0.00118033	202.34589999999997	177.73	175.48319999999995
16	0.00118033	0.00151214	219.3256	194.748	190.90520000000004
17	0.00151214	0.00193531	236.2022	210.904	205.78
18	0.00193531	0.00247502	254.20260000000005	226.3	221.3277
19	0.00247502	0.00316334	273.0194	240.734	234.691
20	0.00316334	0.00404121	293.4524	253.398	247.65939999999995
21	0.00404121	0.00516083	310.40000000000003	263.011	257.1135
22	0.00516083	0.00658875	323.69719999999995	268.402	263.14519999999993
23	0.00658875	0.00840989	331.8368	269.32	265.3118
24	0.00840989	0.0107325	333.9426	266.798	264.1508
25	0.0107325	0.0136947	330.5655	262.52	260.44640000000004
26	0.0136947	0.0174727	321.6448	257.802	255.7984
27	0.0174727	0.0222909	314.002	251.663	251.1568
28	0.0222909	0.028436	300.67960000000005	251.663	247.72400000000002
29	0.028436	0.0362733	294.9700000000001	251.118	252.989
30	0.0362733	0.0462688	294.9700000000001	251.118	256.499
31	0.0462688	inf	294.97	251.118	256.499
