time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	7.52103e-06	3405.4500000000003	70.576	69.56359999999998
1	7.52103e-06	1.71131e-05	3405.4500000000003	70.576	69.56359999999998
2	1.71131e-05	2.93467e-05	3405.4500000000003	87.1065	69.56359999999998
3	2.93467e-05	4.4949e-05	1433.7299999999998	90.8593	76.79611999999999
4	4.4949e-05	6.48478e-05	879.5643999999999	88.0307	87.64489999999999
5	6.48478e-05	9.02261e-05	552.6692	84.4938	100.48500000000003
6	9.02261e-05	0.000122593	361.4047999999999	81.3537	101.68499999999997
7	0.000122593	0.000163873	260.198	82.507	103.51079999999997
8	0.000163873	0.00021652	212.15090000000004	88.1478	108.53419999999997
9	0.00021652	0.000283665	190.57879999999997	97.2639	115.727
10	0.000283665	0.0003693	183.18519999999998	108.978	125.3495
11	0.0003693	0.000478516	184.2394	122.312	135.951
12	0.000478516	0.000617807	190.26750000000004	136.407	148.33639999999997
13	0.000617807	0.000795456	198.85459999999995	150.656	161.0537
14	0.000795456	0.00102202	207.77560000000005	164.63	172.57440000000003
15	0.00102202	0.00131098	218.24300000000005	178.067	184.94540000000003
16	0.00131098	0.00167951	229.2156	190.915	196.78809999999996
17	0.00167951	0.00214953	241.72679999999997	203.136	208.8434
18	0.00214953	0.00274897	254.56780000000003	214.496	218.81199999999995
19	0.00274897	0.00351348	266.09560000000005	224.5	227.51879999999994
20	0.00351348	0.00448852	276.5442	232.479	235.1775
21	0.00448852	0.00573206	284.9275	237.753	240.00800000000004
22	0.00573206	0.00731804	290.64810000000006	239.876	242.3335
23	0.00731804	0.00934075	292.25899999999996	239.066	242.24299999999994
24	0.00934075	0.0119205	290.9521	236.397	240.38490000000004
25	0.0119205	0.0152106	287.63489999999996	233.227	237.16259999999997
26	0.0152106	0.0194067	283.9908	230.454	234.44549999999998
27	0.0194067	0.0247583	281.95799999999997	227.693	231.70400000000006
28	0.0247583	0.0315835	283.80649999999997	227.693	229.97000000000003
29	0.0315835	0.0402883	285.6549999999999	206.525	197.75040000000004
30	0.0402883	0.0513901	285.6549999999999	206.525	183.94200000000004
31	0.0513901	inf	285.655	206.525	183.942
