time_index	left_time_boundary	right_time_boundary	lambda_00	lambda_01	lambda_11
0	0.0	6.84625e-06	2862.9199999999996	24.4206	119.71199999999997
1	6.84625e-06	1.55778e-05	2862.9199999999996	24.4206	119.71199999999997
2	1.55778e-05	2.67137e-05	2862.9199999999996	75.1521	119.71199999999997
3	2.67137e-05	4.09162e-05	2028.9699999999996	92.9512	165.92949999999996
4	4.09162e-05	5.90297e-05	1374.351	90.7307	207.75409999999997
5	5.90297e-05	8.21312e-05	811.1651999999998	84.9814	168.218
6	8.21312e-05	0.000111594	506.4404999999999	80.919	147.4658
7	0.000111594	0.00014917	332.48	79.6343	136.99869999999999
8	0.00014917	0.000197094	246.3040000000001	83.6027	130.9838
9	0.000197094	0.000258215	204.07999999999996	92.3629	131.672
10	0.000258215	0.000336167	184.4786	104.942	137.6104
11	0.000336167	0.000435584	180.86700000000002	119.784	148.2376
12	0.000435584	0.000562378	185.44629999999995	135.872	159.83829999999998
13	0.000562378	0.000724088	194.87640000000005	152.697	173.59059999999997
14	0.000724088	0.000930329	206.94049999999996	169.653	186.2392
15	0.000930329	0.00119336	220.48780000000005	185.997	199.6444
16	0.00119336	0.00152883	236.13979999999995	201.221	213.3321
17	0.00152883	0.00195667	251.1945	215.235	225.11239999999998
18	0.00195667	0.00250234	266.8568	228.25	236.27620000000007
19	0.00250234	0.00319826	282.94	240.247	247.60700000000006
20	0.00319826	0.00408582	298.7964	250.671	256.8188
21	0.00408582	0.00521779	314.45959999999997	258.507	264.20840000000004
22	0.00521779	0.00666147	325.60170000000005	262.753	268.99879999999996
23	0.00666147	0.00850271	332.7087	263.233	270.80840000000006
24	0.00850271	0.010851	334.62600000000003	261.002	269.6214
25	0.010851	0.0138459	333.12039999999996	257.693	267.1615
26	0.0138459	0.0176655	327.729	254.371	264.2784
27	0.0176655	0.022537	324.008	249.856	260.0414999999999
28	0.022537	0.0287499	266.1852	249.856	257.4359999999999
29	0.0287499	0.0366737	241.404	227.134	233.4192
30	0.0366737	0.0467795	241.404	227.134	227.415
31	0.0467795	inf	241.404	227.134	227.415
